<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
TCSG;D;200326;000000;950;975;913.6;940;342794
TCSG;D;200327;000000;939;970;882;882;202401
TCSG;D;200330;000000;882;882;824.4;831.8;597948
TCSG;D;200331;000000;850;918;835;900;767110
TCSG;D;200401;000000;880;898.8;860;860.8;364060
TCSG;D;200402;000000;878;886;818;835;912325
TCSG;D;200403;000000;839.8;868.6;830.2;862;592816
TCSG;D;200406;000000;878;958.6;864.6;950;845202
TCSG;D;200407;000000;968.8;1038;938.6;956.2;1515670
TCSG;D;200408;000000;940.2;967;915;959;862093
TCSG;D;200409;000000;978;1002;920;931;1025707
TCSG;D;200410;000000;935;941.8;916;940.6;230537
TCSG;D;200413;000000;940;945.6;909.8;912.4;354195
TCSG;D;200414;000000;927;955;919.2;940;606667
TCSG;D;200415;000000;941.4;948.8;908.2;913.2;483466
TCSG;D;200416;000000;917.2;929.8;891;891;576279
TCSG;D;200417;000000;915.2;922.8;877.8;895;504110
TCSG;D;200420;000000;904;905;865;875;373137
TCSG;D;200421;000000;861;867;830;843;828490
TCSG;D;200422;000000;836.2;860.6;833.2;858;491883
TCSG;D;200423;000000;870;882.2;851.2;875;778230
TCSG;D;200424;000000;856;927.4;854.6;904;712158
TCSG;D;200427;000000;908.6;946;874.2;940;689154
TCSG;D;200428;000000;936;1004.6;936;999;1033855
TCSG;D;200429;000000;1006.8;1031.8;989.6;1025;672293
TCSG;D;200430;000000;1034.8;1037.8;987;1025;659926
TCSG;D;200504;000000;1006;1025.4;994.8;1020;286963
TCSG;D;200505;000000;1034;1037.8;1013.4;1024;160493
TCSG;D;200506;000000;1029.6;1038.8;1011.2;1014.8;204169
TCSG;D;200507;000000;1017.6;1048.8;1013.2;1036.6;333710
TCSG;D;200508;000000;1038;1049.4;1027;1038.4;146877
TCSG;D;200512;000000;1038.4;1048.6;1025.4;1043;234465
TCSG;D;200513;000000;1043.2;1071.8;1009;1040.8;664045
TCSG;D;200514;000000;1031;1064.2;1030;1049.6;406734
TCSG;D;200515;000000;1068.4;1084.6;1050.2;1070;407346
TCSG;D;200518;000000;1080.4;1092.4;1073;1082;447487
